[S:1]=[C:2]1[CH:3]=[CH:5][NH:7][CH:6]=[CH:4]1	[S-:1][c:2]1[cH:3][cH:5][nH+:7][cH:6][cH:4]1	InChI=1S/C5H5NS/c7-5-1-3-6-4-2-5/h1-4H,(H,6,7)
[NH2:13][c:8]1[c:6]([cH:11][cH:15][cH:12][cH:7]2)[c:3]2[n:1][c:2]2[cH:5][cH:10][cH:14][cH:9][c:4]12	[NH:13]=[C:8]1[c:4]([cH:9][cH:14][cH:10][cH:5]2)[c:2]2[NH:1][c:3]2[c:6]1[cH:11][cH:15][cH:12][cH:7]2	InChI=1S/C13H10N2/c14-13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13/h1-8H,(H2,14,15)
[CH3:11][CH:7]([CH3:10])[CH:4](/[C:6](/[CH3:9])=[N:8]/[CH3:12])/[C:2](/[CH3:5])=[N:1]/[CH3:3]	[CH3:11][CH:7]([CH3:10])/[C:4](/[C:2](/[CH3:5])=[N:1]/[CH3:3])=[C:6](\[CH3:9])/[NH:8][CH3:12]	InChI=1S/C10H20N2/c1-7(2)10(8(3)11-5)9(4)12-6/h7,10H,1-6H3/b11-8+,12-9+	InChI=1S/C10H20N2/c1-7(2)10(8(3)11-5)9(4)12-6/h7,11H,1-6H3/b10-8-,12-9+
[CH3:16][CH:11]([CH3:15])[CH:6](/[C:10](/[CH3:14])=[N:13]/[c:17]1[cH:18][cH:20][cH:22][cH:21][cH:19]1)/[C:3](/[CH3:7])=[N:1]/[c:2]1[cH:4][cH:8][cH:12][cH:9][cH:5]1	[CH3:16][CH:11]([CH3:15])/[C:6](/[C:3](/[CH3:7])=[N:1]/[c:2]1[cH:4][cH:8][cH:12][cH:9][cH:5]1)=[C:10](\[CH3:14])/[NH:13][c:17]1[cH:18][cH:20][cH:22][cH:21][cH:19]1	InChI=1S/C20H24N2/c1-15(2)20(16(3)21-18-11-7-5-8-12-18)17(4)22-19-13-9-6-10-14-19/h5-15,20H,1-4H3	InChI=1S/C20H24N2/c1-15(2)20(16(3)21-18-11-7-5-8-12-18)17(4)22-19-13-9-6-10-14-19/h5-15,21H,1-4H3
[CH3:8][C:4]1=[CH:7][N:9]=[C:5](/[C:10](/[CH2:13][CH2:11][CH2:6]2)=[CH:12]\[NH:14][c:15]3[cH:16][cH:18][cH:20][cH:19][cH:17]3)[N:3]2[C:2]1=[O:1]	[CH3:8][C:4]1=[CH:7][N:9]=[C:5]([CH:10]([CH2:13][CH2:11][CH2:6]2)/[CH:12]=[N:14]/[c:15]3[cH:16][cH:18][cH:20][cH:19][cH:17]3)[N:3]2[C:2]1=[O:1]	InChI=1S/C16H17N3O/c1-12-10-18-15-13(6-5-9-19(15)16(12)20)11-17-14-7-3-2-4-8-14/h2-4,7-8,10-11,17H,5-6,9H2,1H3	InChI=1S/C16H17N3O/c1-12-10-18-15-13(6-5-9-19(15)16(12)20)11-17-14-7-3-2-4-8-14/h2-4,7-8,10-11,13H,5-6,9H2,1H3
[CH3:10][CH2:9]/[N:7]=[C:5](\[CH3:8])/[CH2:3]/[N:1]=[N:2]/[CH2:4][CH3:6]	[CH3:6][CH2:4][NH:2]/[N:1]=[CH:3]\[C:5](\[CH3:8])=[N:7]\[CH2:9][CH3:10]	InChI=1S/C7H15N3/c1-4-8-7(3)6-10-9-5-2/h4-6H2,1-3H3/b8-7+,10-9+	InChI=1S/C7H15N3/c1-4-8-7(3)6-10-9-5-2/h6,9H,4-5H2,1-3H3/b8-7+,10-6-
[CH3:8][C:4]1=[CH:7][N:9]=[C:5](/[C:10](/[CH2:13][CH2:11][CH2:6]2)=[N:12]\[NH:14][c:15]3[cH:16][cH:18][cH:20][cH:19][cH:17]3)[N:3]2[C:2]1=[O:1]	[CH3:8][C:4]1=[CH:7][N:9]=[C:5]([CH:10]([CH2:13][CH2:11][CH2:6]2)/[N:12]=[N:14]/[c:15]3[cH:16][cH:18][cH:20][cH:19][cH:17]3)[N:3]2[C:2]1=[O:1]	InChI=1S/C15H16N4O/c1-11-10-16-14-13(8-5-9-19(14)15(11)20)18-17-12-6-3-2-4-7-12/h2-4,6-7,10,17H,5,8-9H2,1H3	InChI=1S/C15H16N4O/c1-11-10-16-14-13(8-5-9-19(14)15(11)20)18-17-12-6-3-2-4-7-12/h2-4,6-7,10,13H,5,8-9H2,1H3
[O:1]=[C:2]1[N:3]([CH2:6][CH2:11][CH2:15]/[C:10]2=[N:14]/[NH:17][c:18]3[cH:19][cH:21][cH:23][cH:22][cH:20]3)[C:5]2=[N:9][C:7]2=[C:4]1[CH2:8][CH2:13][CH2:16][CH2:12]2	[O:1]=[C:2]1[N:3]([CH2:6][CH2:11][CH2:15][CH:10]2/[N:14]=[N:17]/[c:18]3[cH:19][cH:21][cH:23][cH:22][cH:20]3)[C:5]2=[N:9][C:7]2=[C:4]1[CH2:8][CH2:13][CH2:16][CH2:12]2	InChI=1S/C18H20N4O/c23-18-14-9-4-5-10-15(14)19-17-16(11-6-12-22(17)18)21-20-13-7-2-1-3-8-13/h1-3,7-8,20H,4-6,9-12H2	InChI=1S/C18H20N4O/c23-18-14-9-4-5-10-15(14)19-17-16(11-6-12-22(17)18)21-20-13-7-2-1-3-8-13/h1-3,7-8,16H,4-6,9-12H2
[O:1]=[C:2]1[N:3]([CH2:6][CH2:11][CH2:15]/[C:10]2=[N:14]/[NH:17][c:18]3[cH:19][cH:21][cH:23][cH:22][cH:20]3)[C:5]2=[N:9][c:7]2[c:4]1[cH:8][cH:13][cH:16][cH:12]2	[O:1]=[C:2]1[N:3]([CH2:6][CH2:11][CH2:15][CH:10]2/[N:14]=[N:17]/[c:18]3[cH:19][cH:21][cH:23][cH:22][cH:20]3)[C:5]2=[N:9][c:7]2[c:4]1[cH:8][cH:13][cH:16][cH:12]2	InChI=1S/C18H16N4O/c23-18-14-9-4-5-10-15(14)19-17-16(11-6-12-22(17)18)21-20-13-7-2-1-3-8-13/h1-5,7-10,20H,6,11-12H2	InChI=1S/C18H16N4O/c23-18-14-9-4-5-10-15(14)19-17-16(11-6-12-22(17)18)21-20-13-7-2-1-3-8-13/h1-5,7-10,16H,6,11-12H2
[CH3:11]/[C:7](/[N:10]=[N:14]/[c:16]1[cH:17][cH:19][cH:21][cH:20][cH:18]1)=[C:4]1/[NH:6][c:8]([cH:12][cH:15][cH:13][cH:9]2)[c:5]2[NH:3][C:2]1=[O:1]	[CH3:11]/[C:7](/[C:4]1=[N:6][c:8]([cH:12][cH:15][cH:13][cH:9]2)[c:5]2[NH:3][C:2]1=[O:1])=[N:10]/[NH:14][c:16]1[cH:17][cH:19][cH:21][cH:20][cH:18]1	InChI=1S/C16H14N4O/c1-11(19-20-12-7-3-2-4-8-12)15-16(21)18-14-10-6-5-9-13(14)17-15/h2-10,17H,1H3,(H,18,21)	InChI=1S/C16H14N4O/c1-11(19-20-12-7-3-2-4-8-12)15-16(21)18-14-10-6-5-9-13(14)17-15/h2-10,20H,1H3,(H,18,21)
[CH3:19][CH2:16][C:11](/[C:7](/[C:4]1=[N:6][c:8]([cH:12][cH:17][cH:13][cH:9]2)[c:5]2[NH:3][C:2]1=[O:1])=[N:10]\[NH:14][c:18]1[cH:20][cH:22][cH:24][cH:23][cH:21]1)=[O:15]	[CH3:19][CH2:16][C:11](/[C:7](/[N:10]=[N:14]/[c:18]1[cH:20][cH:22][cH:24][cH:23][cH:21]1)=[C:4]1\[NH:6][c:8]([cH:12][cH:17][cH:13][cH:9]2)[c:5]2[NH:3][C:2]1=[O:1])=[O:15]	InChI=1S/C18H16N4O2/c1-2-15(23)16(22-21-12-8-4-3-5-9-12)17-18(24)20-14-11-7-6-10-13(14)19-17/h3-11,21H,2H2,1H3,(H,20,24)	InChI=1S/C18H16N4O2/c1-2-15(23)16(22-21-12-8-4-3-5-9-12)17-18(24)20-14-11-7-6-10-13(14)19-17/h3-11,19H,2H2,1H3,(H,20,24)
[CH3:15][C:12]1=[C:9]2[NH:7][c:5]([cH:3][c:2]([cH:4][cH:6]3)[Cl:1])[c:8]3[N:10]=[C:11]2[N:13]([CH3:17])[N:16]=[C:14]1[CH3:18]	[CH3:15][C:12]1=[C:14]([CH3:18])[NH:16][N:13]([CH3:17])[c:11]2[c:9]1[n:7][c:5]([cH:3][c:2]([cH:4][cH:6]1)[Cl:1])[c:8]1[n:10]2	InChI=1S/C13H13ClN4/c1-7-8(2)17-18(3)13-12(7)15-11-6-9(14)4-5-10(11)16-13/h4-6,15H,1-3H3	InChI=1S/C13H13ClN4/c1-7-8(2)17-18(3)13-12(7)15-11-6-9(14)4-5-10(11)16-13/h4-6,17H,1-3H3
[CH3:25][CH2:24][C:20]([C:16]1=[CH:18][NH:14][N:10]([C:6]23[O:9][c:13]([cH:17][cH:21][cH:22][cH:19]4)[c:15]4[NH:11]2)[C:12]1=[N:8][N:5]=[C:3]3[C:2]([CH2:4][CH3:7])=[O:1])=[O:23]	[CH3:25][CH2:24][C:20]([c:16]1[c:12]([NH:8][N:5]=[C:3]([C:6]23[O:9][c:13]([cH:17][cH:21][cH:22][cH:19]4)[c:15]4[NH:11]3)[C:2]([CH2:4][CH3:7])=[O:1])[n:10]2[n:14][cH:18]1)=[O:23]	InChI=1S/C17H17N5O3/c1-3-12(23)10-9-18-22-16(10)21-20-15(13(24)4-2)17(22)19-11-7-5-6-8-14(11)25-17/h5-9,18-19H,3-4H2,1-2H3	InChI=1S/C17H17N5O3/c1-3-12(23)10-9-18-22-16(10)21-20-15(13(24)4-2)17(22)19-11-7-5-6-8-14(11)25-17/h5-9,19,21H,3-4H2,1-2H3
[CH3:19][O:16][C:11](/[C:7](/[N:10]=[N:14]/[c:18]([nH:20][n:22][cH:24]1)[c:21]1[C:23]#[N:25])=[C:4]1\[NH:6][c:8]([cH:12][cH:17][cH:13][cH:9]2)[c:5]2[NH:3][C:2]1=[O:1])=[O:15]	[CH3:19][O:16][C:11](/[C:7](/[C:4]1=[N:6][c:8]([cH:12][cH:17][cH:13][cH:9]2)[c:5]2[NH:3][C:2]1=[O:1])=[N:10]\[NH:14][c:18]([nH:20][n:22][cH:24]1)[c:21]1[C:23]#[N:25])=[O:15]	InChI=1S/C15H11N7O3/c1-25-15(24)12(20-22-13-8(6-16)7-17-21-13)11-14(23)19-10-5-3-2-4-9(10)18-11/h2-5,7,18H,1H3,(H,17,21)(H,19,23)	InChI=1S/C15H11N7O3/c1-25-15(24)12(20-22-13-8(6-16)7-17-21-13)11-14(23)19-10-5-3-2-4-9(10)18-11/h2-5,7H,1H3,(H,19,23)(H2,17,21,22)
[CH3:26][c:24]1[n:22][nH:20][c:18](/[N:14]=[N:10]/[C:7](/[C:11]([O:16][CH3:19])=[O:15])=[C:4]2/[NH:6][c:8]([cH:12][cH:17][cH:13][cH:9]3)[c:5]3[NH:3][C:2]2=[O:1])[c:21]1[C:23]#[N:25]	[CH3:26][c:24]1[n:22][nH:20][c:18]([NH:14]/[N:10]=[C:7](\[C:11]([O:16][CH3:19])=[O:15])/[C:4]2=[N:6][c:8]([cH:12][cH:17][cH:13][cH:9]3)[c:5]3[NH:3][C:2]2=[O:1])[c:21]1[C:23]#[N:25]	InChI=1S/C16H13N7O3/c1-8-9(7-17)14(22-20-8)23-21-13(16(25)26-2)12-15(24)19-11-6-4-3-5-10(11)18-12/h3-6,18H,1-2H3,(H,19,24)(H,20,22)	InChI=1S/C16H13N7O3/c1-8-9(7-17)14(22-20-8)23-21-13(16(25)26-2)12-15(24)19-11-6-4-3-5-10(11)18-12/h3-6H,1-2H3,(H,19,24)(H2,20,22,23)
[CH3:24][CH2:23][O:22][C:19]([c:17]1[c:15]([NH:13]/[N:10]=[CH:7]\[C:4]2=[N:6][c:8]([cH:11][cH:14][cH:12][cH:9]3)[c:5]3[NH:3][C:2]2=[O:1])[nH:16][n:18][cH:20]1)=[O:21]	[CH3:24][CH2:23][O:22][C:19]([c:17]([cH:20][n:18][nH:16]1)[c:15]1/[N:13]=[N:10]/[CH:7]=[C:4]1/[NH:6][c:8]([cH:11][cH:14][cH:12][cH:9]2)[c:5]2[NH:3][C:2]1=[O:1])=[O:21]	InChI=1S/C15H14N6O3/c1-2-24-15(23)9-7-16-20-13(9)21-17-8-12-14(22)19-11-6-4-3-5-10(11)18-12/h3-8H,2H2,1H3,(H,19,22)(H2,16,20,21)	InChI=1S/C15H14N6O3/c1-2-24-15(23)9-7-16-20-13(9)21-17-8-12-14(22)19-11-6-4-3-5-10(11)18-12/h3-8,18H,2H2,1H3,(H,16,20)(H,19,22)
[CH3:8][CH2:5][O:3][C:2](/[C:4](/[N:6]=[N:9]/[c:12]([n:16]([CH3:23])[n:22][c:25]1[CH3:29])[c:17]1[C:24]#[N:28])=[C:7]1\[NH:10][c:13]([cH:19][cH:27][cH:30][cH:26]2)[c:18]2-[n:15]2[c:11]1[n:14][n:20][cH:21]2)=[O:1]	[CH3:8][CH2:5][O:3][C:2](/[C:4](/[c:7]1[n:10][c:13]([cH:19][cH:27][cH:30][cH:26]2)[c:18]2[n:15]2[c:11]1[n:14][n:20][cH:21]2)=[N:6]\[NH:9][c:12]([n:16]([CH3:23])[n:22][c:25]1[CH3:29])[c:17]1[C:24]#[N:28])=[O:1]	InChI=1S/C19H17N9O2/c1-4-30-19(29)16(23-25-17-12(9-20)11(2)26-27(17)3)15-18-24-21-10-28(18)14-8-6-5-7-13(14)22-15/h5-8,10,22H,4H2,1-3H3	InChI=1S/C19H17N9O2/c1-4-30-19(29)16(23-25-17-12(9-20)11(2)26-27(17)3)15-18-24-21-10-28(18)14-8-6-5-7-13(14)22-15/h5-8,10,25H,4H2,1-3H3
[CH3:29][CH2:24][O:20][C:16](/[C:14](/[N:12]=[N:9]/[c:6]([n:10]([CH3:13])[n:11][cH:7]1)[c:4]1[C:2]([O:3][CH2:5][CH3:8])=[O:1])=[C:15]1\[NH:17][c:21]([cH:26][cH:31][cH:32][cH:30]2)[c:25]2-[n:23]2[c:18]1[n:22][n:27][cH:28]2)=[O:19]	[CH3:29][CH2:24][O:20][C:16](/[C:14](/[c:15]1[n:17][c:21]([cH:26][cH:31][cH:32][cH:30]2)[c:25]2[n:23]2[c:18]1[n:22][n:27][cH:28]2)=[N:12]\[NH:9][c:6]([n:10]([CH3:13])[n:11][cH:7]1)[c:4]1[C:2]([O:3][CH2:5][CH3:8])=[O:1])=[O:19]	InChI=1S/C20H20N8O4/c1-4-31-19(29)12-10-22-27(3)17(12)26-24-16(20(30)32-5-2)15-18-25-21-11-28(18)14-9-7-6-8-13(14)23-15/h6-11,23H,4-5H2,1-3H3	InChI=1S/C20H20N8O4/c1-4-31-19(29)12-10-22-27(3)17(12)26-24-16(20(30)32-5-2)15-18-25-21-11-28(18)14-9-7-6-8-13(14)23-15/h6-11,26H,4-5H2,1-3H3
[CH3:10][NH:9][c:8]([cH:7][cH:5]1)[cH:6][cH:4][c:3]1[N:2]=[O:1]	[CH3:10]/[N:9]=[C:8](\[CH:7]=[CH:5]1)/[CH:6]=[CH:4]/[C:3]1=[N:2]/[OH:1]	InChI=1S/C7H8N2O/c1-8-6-2-4-7(9-10)5-3-6/h2-5,8H,1H3	InChI=1S/C7H8N2O/c1-8-6-2-4-7(9-10)5-3-6/h2-5,10H,1H3/b8-6-,9-7-
[CH3:16][NH:15][c:13]([cH:10][cH:6]1)[cH:9][cH:5][c:3]1/[N:1]=[N:2]/[c:4]1[cH:7][cH:11][cH:14][cH:12][cH:8]1	[CH3:16]/[N:15]=[C:13](\[CH:10]=[CH:6]1)/[CH:9]=[CH:5]/[C:3]1=[N:1]/[NH:2][c:4]1[cH:7][cH:11][cH:14][cH:12][cH:8]1	InChI=1S/C13H13N3/c1-14-11-7-9-13(10-8-11)16-15-12-5-3-2-4-6-12/h2-10,14H,1H3	InChI=1S/C13H13N3/c1-14-11-7-9-13(10-8-11)16-15-12-5-3-2-4-6-12/h2-10,15H,1H3
[NH2:18][c:14]([c:9]1[cH:15][cH:19][cH:16][cH:10][c:5]11)[cH:11][cH:6][c:3]1/[N:1]=[N:2]/[c:4]1[cH:7][cH:12][cH:17][cH:13][cH:8]1	[NH:18]=[C:14]([CH:11]=[CH:6]1)[c:9]([cH:15][cH:19][cH:16][cH:10]2)[c:5]2/[C:3]1=[N:1]/[NH:2][c:4]1[cH:7][cH:12][cH:17][cH:13][cH:8]1	InChI=1S/C16H13N3/c17-15-10-11-16(14-9-5-4-8-13(14)15)19-18-12-6-2-1-3-7-12/h1-11H,17H2	InChI=1S/C16H13N3/c17-15-10-11-16(14-9-5-4-8-13(14)15)19-18-12-6-2-1-3-7-12/h1-11,17-18H
[NH2:21][c:15]([c:9]1[cH:16][cH:22][cH:17][cH:10][c:5]11)[c:11]([cH:18][cH:23][cH:19][cH:12]2)[c:6]2[c:3]1/[N:1]=[N:2]/[c:4]1[cH:7][cH:13][cH:20][cH:14][cH:8]1	[NH:21]=[C:15]([c:11]1[c:6]2[cH:12][cH:19][cH:23][cH:18]1)[c:9]([cH:16][cH:22][cH:17][cH:10]1)[c:5]1[C:3]2=[N:1][NH:2][c:4]1[cH:7][cH:13][cH:20][cH:14][cH:8]1	InChI=1S/C20H15N3/c21-19-15-10-4-6-12-17(15)20(18-13-7-5-11-16(18)19)23-22-14-8-2-1-3-9-14/h1-13H,21H2	InChI=1S/C20H15N3/c21-19-15-10-4-6-12-17(15)20(18-13-7-5-11-16(18)19)23-22-14-8-2-1-3-9-14/h1-13,21-22H
[NH2:9][c:5]([cH:10][cH:15][c:11]1[cH:16][cH:19][cH:17][cH:12][c:6]11)[c:3]1/[N:1]=[N:2]/[c:4]1[cH:7][cH:13][cH:18][cH:14][cH:8]1	[NH:9]=[C:5]([CH:10]=[CH:15][c:11]1[c:6]2[cH:12][cH:17][cH:19][cH:16]1)/[C:3]2=[N:1]\[NH:2][c:4]1[cH:7][cH:13][cH:18][cH:14][cH:8]1	InChI=1S/C16H13N3/c17-15-11-10-12-6-4-5-9-14(12)16(15)19-18-13-7-2-1-3-8-13/h1-11H,17H2	InChI=1S/C16H13N3/c17-15-11-10-12-6-4-5-9-14(12)16(15)19-18-13-7-2-1-3-8-13/h1-11,17-18H
[CH3:3][O:1][CH2:2][NH:4][c:5]([cH:7][cH:10][c:12]1[cH:15][cH:19][cH:16][cH:13][c:9]11)[c:6]1/[N:8]=[N:11]/[c:14]1[cH:17][cH:20][cH:22][cH:21][cH:18]1	[CH3:3][O:1][CH2:2]/[N:4]=[C:5](\[CH:7]=[CH:10][c:12]1[c:9]2[cH:13][cH:16][cH:19][cH:15]1)/[C:6]2=[N:8]\[NH:11][c:14]1[cH:17][cH:20][cH:22][cH:21][cH:18]1	InChI=1S/C18H17N3O/c1-22-13-19-17-12-11-14-7-5-6-10-16(14)18(17)21-20-15-8-3-2-4-9-15/h2-12,19H,13H2,1H3	InChI=1S/C18H17N3O/c1-22-13-19-17-12-11-14-7-5-6-10-16(14)18(17)21-20-15-8-3-2-4-9-15/h2-12,20H,13H2,1H3
[NH2:10][c:7]([cH:9][cH:6]1)[cH:4][c:2]([OH:1])[c:3]1/[N:5]=[N:8]/[c:11]([c:13]1[cH:17][cH:20][cH:21][cH:19][c:16]1[cH:18][cH:15]1)[c:12]1[OH:14]	[NH2:10][c:7]([cH:9][cH:6]1)[cH:4][c:2]([OH:1])[c:3]1[NH:5]/[N:8]=[C:11](/[c:13]([cH:17][cH:20][cH:21][cH:19]1)[c:16]1[CH:18]=[CH:15]1)\[C:12]1=[O:14]	InChI=1S/C16H13N3O2/c17-11-6-7-13(15(21)9-11)18-19-16-12-4-2-1-3-10(12)5-8-14(16)20/h1-9,20-21H,17H2	InChI=1S/C16H13N3O2/c17-11-6-7-13(15(21)9-11)18-19-16-12-4-2-1-3-10(12)5-8-14(16)20/h1-9,18,21H,17H2
[NH2:21][c:20]([cH:19][cH:15]1)[cH:18][c:14]([OH:17])[c:11]1[NH:8]/[N:5]=[C:3](/[c:6]([cH:10][cH:13][cH:16][cH:12]1)[c:9]1[CH:7]=[CH:4]1)\[C:2]1=[O:1]	[NH:21]=[C:20]([CH:19]=[CH:15]/[C:11]1=[N:8]/[NH:5][c:3]([c:6]2[cH:10][cH:13][cH:16][cH:12][c:9]2[cH:7][cH:4]2)[c:2]2[OH:1])[CH:18]=[C:14]1[OH:17]	InChI=1S/C16H13N3O2/c17-11-6-7-13(15(21)9-11)18-19-16-12-4-2-1-3-10(12)5-8-14(16)20/h1-9,18,21H,17H2	InChI=1S/C16H13N3O2/c17-11-6-7-13(15(21)9-11)18-19-16-12-4-2-1-3-10(12)5-8-14(16)20/h1-9,17,19-21H
[NH:7]=[C:5]([CH2:8][CH2:6][CH2:4]1)[CH2:3][C:2]1=[O:1]	[NH:7]=[C:5]([CH2:8][CH2:6][CH2:4]1)[CH:3]=[C:2]1[OH:1]	InChI=1S/C6H9NO/c7-5-2-1-3-6(8)4-5/h7H,1-4H2	InChI=1S/C6H9NO/c7-5-2-1-3-6(8)4-5/h4,7-8H,1-3H2
[NH:7]=[C:5]([CH2:8][CH2:6][CH2:4]1)[CH2:3][C:2]1=[O:1]	[NH2:7][C:5]([CH2:8][CH2:6][CH2:4]1)=[CH:3][C:2]1=[O:1]	InChI=1S/C6H9NO/c7-5-2-1-3-6(8)4-5/h7H,1-4H2	InChI=1S/C6H9NO/c7-5-2-1-3-6(8)4-5/h4H,1-3,7H2
[NH:7]=[C:5]([CH2:8][CH2:6][CH2:4]1)[CH:3]=[C:2]1[OH:1]	[NH2:7][C:5]([CH2:8][CH2:6][CH2:4]1)=[CH:3][C:2]1=[O:1]	InChI=1S/C6H9NO/c7-5-2-1-3-6(8)4-5/h4,7-8H,1-3H2	InChI=1S/C6H9NO/c7-5-2-1-3-6(8)4-5/h4H,1-3,7H2
[CH3:7][C:5](/[CH:3]=[C:2](/[CH3:4])\[OH:1])=[NH:6]	[CH3:4][C:2](/[CH:3]=[C:5](/[CH3:7])\[NH2:6])=[O:1]	InChI=1S/C5H9NO/c1-4(6)3-5(2)7/h3,6-7H,1-2H3/b5-3-,6-4?	InChI=1S/C5H9NO/c1-4(6)3-5(2)7/h3H,6H2,1-2H3/b4-3-
[CH3:10][C:7]([CH2:4][C:2]1=[O:1])=[N:5][N:3]1[c:6]1[cH:8][cH:11][cH:13][cH:12][cH:9]1	[CH3:10][c:7]([cH:4][c:2]1[OH:1])[n:5][n:3]1-[c:6]1[cH:8][cH:11][cH:13][cH:12][cH:9]1	InChI=1S/C10H10N2O/c1-8-7-10(13)12(11-8)9-5-3-2-4-6-9/h2-6H,7H2,1H3	InChI=1S/C10H10N2O/c1-8-7-10(13)12(11-8)9-5-3-2-4-6-9/h2-7,13H,1H3
[CH3:10][C:7]([CH2:4][C:2]1=[O:1])=[N:5][N:3]1[c:6]1[cH:8][cH:11][cH:13][cH:12][cH:9]1	[CH3:10][C:7]([NH:5][N:3]1[c:6]2[cH:8][cH:11][cH:13][cH:12][cH:9]2)=[CH:4][C:2]1=[O:1]	InChI=1S/C10H10N2O/c1-8-7-10(13)12(11-8)9-5-3-2-4-6-9/h2-6H,7H2,1H3	InChI=1S/C10H10N2O/c1-8-7-10(13)12(11-8)9-5-3-2-4-6-9/h2-7,11H,1H3
[CH3:10][c:7]([cH:4][c:2]1[OH:1])[n:5][n:3]1-[c:6]1[cH:8][cH:11][cH:13][cH:12][cH:9]1	[CH3:10][C:7]([NH:5][N:3]1[c:6]2[cH:8][cH:11][cH:13][cH:12][cH:9]2)=[CH:4][C:2]1=[O:1]	InChI=1S/C10H10N2O/c1-8-7-10(13)12(11-8)9-5-3-2-4-6-9/h2-7,13H,1H3	InChI=1S/C10H10N2O/c1-8-7-10(13)12(11-8)9-5-3-2-4-6-9/h2-7,11H,1H3
[CH3:7][C:3]([CH3:6])([CH3:5])[C:2]([CH2:4][c:8]1[n:9][c:11]2[cH:14][cH:16][cH:17][cH:15][c:13]2[cH:12][cH:10]1)=[O:1]	[CH3:7][C:3]([CH3:6])([CH3:5])[C:2](/[CH:4]=[C:8]1\[NH:9][c:11]([cH:14][cH:16][cH:17][cH:15]2)[c:13]2[CH:12]=[CH:10]1)=[O:1]	InChI=1S/C15H17NO/c1-15(2,3)14(17)10-12-9-8-11-6-4-5-7-13(11)16-12/h4-9H,10H2,1-3H3	InChI=1S/C15H17NO/c1-15(2,3)14(17)10-12-9-8-11-6-4-5-7-13(11)16-12/h4-10,16H,1-3H3
[CH3:10][C:7]([CH2:5][c:2]1[n:4][c:6](-[c:8]2[cH:11][cH:13][cH:15][cH:14][cH:12]2)[cH:3][s:1]1)=[O:9]	[CH3:10]/[C:7](/[OH:9])=[CH:5]/[c:2]1[n:4][c:6](-[c:8]2[cH:11][cH:13][cH:15][cH:14][cH:12]2)[cH:3][s:1]1	InChI=1S/C12H11NOS/c1-9(14)7-12-13-11(8-15-12)10-5-3-2-4-6-10/h2-6,8H,7H2,1H3	InChI=1S/C12H11NOS/c1-9(14)7-12-13-11(8-15-12)10-5-3-2-4-6-10/h2-8,14H,1H3
[O:1]=[C:2]([CH2:4][c:7]1[n:10][cH:13][cH:15][cH:14][cH:11]1)[c:3]1[cH:5][cH:8][cH:12][cH:9][cH:6]1	[O:1]=[C:2](/[CH:4]=[C:7]1/[NH:10][CH:13]=[CH:15][CH:14]=[CH:11]1)[c:3]1[cH:5][cH:8][cH:12][cH:9][cH:6]1	InChI=1S/C13H11NO/c15-13(11-6-2-1-3-7-11)10-12-8-4-5-9-14-12/h1-9H,10H2	InChI=1S/C13H11NO/c15-13(11-6-2-1-3-7-11)10-12-8-4-5-9-14-12/h1-10,14H
[OH:1]/[C:2](/[c:3]1[cH:5][cH:8][cH:12][cH:9][cH:6]1)=[CH:4]\[c:7]1[n:10][cH:13][cH:15][cH:14][cH:11]1	[O:1]=[C:2](/[CH:4]=[C:7]1/[NH:10][CH:13]=[CH:15][CH:14]=[CH:11]1)[c:3]1[cH:5][cH:8][cH:12][cH:9][cH:6]1	InChI=1S/C13H11NO/c15-13(11-6-2-1-3-7-11)10-12-8-4-5-9-14-12/h1-10,15H	InChI=1S/C13H11NO/c15-13(11-6-2-1-3-7-11)10-12-8-4-5-9-14-12/h1-10,14H
[O:1]=[C:2]([CH2:4][c:7]1[n:10][c:13]2[cH:16][cH:18][cH:19][cH:17][c:15]2[cH:14][cH:11]1)[c:3]1[cH:5][cH:8][cH:12][cH:9][cH:6]1	[OH:1]/[C:2](/[c:3]1[cH:5][cH:8][cH:12][cH:9][cH:6]1)=[CH:4]\[c:7]1[n:10][c:13]2[cH:16][cH:18][cH:19][cH:17][c:15]2[cH:14][cH:11]1	InChI=1S/C17H13NO/c19-17(14-7-2-1-3-8-14)12-15-11-10-13-6-4-5-9-16(13)18-15/h1-11H,12H2	InChI=1S/C17H13NO/c19-17(14-7-2-1-3-8-14)12-15-11-10-13-6-4-5-9-16(13)18-15/h1-12,19H
[O:1]=[C:2]([CH2:4][c:7]1[n:10][c:13]2[cH:16][cH:18][cH:19][cH:17][c:15]2[cH:14][cH:11]1)[c:3]1[cH:5][cH:8][cH:12][cH:9][cH:6]1	[O:1]=[C:2](/[CH:4]=[C:7]1/[NH:10][c:13]([cH:16][cH:18][cH:19][cH:17]2)[c:15]2[CH:14]=[CH:11]1)[c:3]1[cH:5][cH:8][cH:12][cH:9][cH:6]1	InChI=1S/C17H13NO/c19-17(14-7-2-1-3-8-14)12-15-11-10-13-6-4-5-9-16(13)18-15/h1-11H,12H2	InChI=1S/C17H13NO/c19-17(14-7-2-1-3-8-14)12-15-11-10-13-6-4-5-9-16(13)18-15/h1-12,18H
